id,year,hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
9343,2012,6,4,0,0,3,16.4,20.455,94,7.0015,6
4886,2011,2,2,0,0,1,22.14,25.76,56,12.998,59
6048,2011,21,4,0,1,1,16.4,20.455,76,0.0,182
10488,2011,0,4,0,0,1,18.86,22.725,55,7.0015,106
6040,2011,10,1,0,1,1,7.38,9.09,29,12.998,56
5952,2011,5,1,0,1,1,3.28,6.06,63,6.0032,4
5750,2011,10,4,0,1,3,18.04,21.97,100,6.0032,33
9349,2012,21,2,0,1,1,26.24,30.305,65,8.9981,282
2028,2011,13,4,0,1,1,24.6,31.06,49,26.0027,203
3179,2012,2,2,0,1,1,13.94,16.665,49,12.998,11
2891,2012,19,4,0,1,1,12.3,15.15,45,11.0014,348
8150,2012,6,3,0,1,1,21.32,25.0,63,16.9979,172
1229,2011,5,3,0,1,1,15.58,19.695,76,12.998,32
3398,2011,1,2,0,0,1,10.66,13.635,65,8.9981,32
2898,2011,13,1,0,1,1,7.38,8.335,40,16.9979,69
4382,2011,20,4,0,1,1,16.4,20.455,66,8.9981,182
5565,2012,2,3,0,1,1,27.06,12.12,61,8.9981,19
7568,2011,9,2,0,0,1,22.14,25.76,49,19.0012,218
488,2011,0,1,0,1,3,12.3,14.395,93,16.9979,8
1651,2012,0,4,0,1,1,16.4,20.455,66,7.0015,68
8294,2012,12,3,0,0,1,35.26,39.395,40,23.9994,547
4339,2012,19,1,0,0,3,17.22,21.21,67,26.0027,105
5445,2011,8,3,0,1,1,26.24,30.305,65,16.9979,564
4489,2012,23,1,0,1,2,9.02,12.12,87,7.0015,52
5703,2011,22,4,0,1,2,14.76,17.425,57,11.0014,107
9839,2012,21,3,0,1,1,31.16,34.09,45,8.9981,258
3720,2011,1,1,0,0,1,4.1,3.03,42,31.0009,12
10743,2011,15,1,0,1,2,16.4,20.455,76,16.9979,101
2728,2011,7,4,0,1,3,18.86,22.725,94,0.0,137
803,2011,23,3,0,1,1,30.34,34.85,66,7.0015,72
3337,2011,3,1,0,1,1,9.84,12.88,52,6.0032,7
9288,2012,12,1,0,1,2,12.3,15.15,42,8.9981,176
5374,2011,23,2,0,1,1,20.5,24.24,68,6.0032,61
2428,2012,23,2,0,0,3,18.86,22.725,72,0.0,63
1220,2011,2,4,0,1,1,17.22,21.21,88,0.0,5
7408,2012,5,3,0,1,1,22.14,25.76,83,0.0,41
6733,2011,14,4,0,1,3,22.14,25.76,94,11.0014,97
3425,2012,10,2,0,1,2,21.32,25.0,63,19.9995,176
3423,2011,14,2,0,0,2,14.76,17.425,81,8.9981,212
10555,2011,19,4,0,1,1,16.4,20.455,37,23.9994,196
7705,2011,22,4,0,1,3,18.86,22.725,100,11.0014,87
4720,2012,12,3,0,1,1,34.44,37.88,44,7.0015,277
8436,2011,9,1,0,1,1,9.84,9.85,52,32.9975,135
4980,2012,23,2,0,1,1,17.22,21.21,35,12.998,94
5986,2011,13,4,0,1,1,15.58,19.695,50,12.998,168
1591,2011,17,2,0,1,1,33.62,38.635,52,15.0013,517
2211,2011,5,3,0,1,2,24.6,27.275,88,12.998,17
6204,2011,14,2,0,1,1,30.34,32.575,28,0.0,178
8391,2011,22,2,0,1,1,22.14,25.76,83,12.998,172
10033,2011,14,4,0,0,1,20.5,24.24,36,19.9995,435
8475,2011,14,1,0,1,1,15.58,19.695,82,26.0027,63
6026,2011,13,2,0,0,1,31.16,34.85,55,0.0,327
7381,2011,3,4,0,1,1,9.02,13.635,80,0.0,6
8701,2011,14,1,0,1,1,18.86,22.725,28,27.9993,82
5219,2012,18,2,0,1,1,27.06,31.06,41,16.9979,759
5598,2012,22,3,0,1,1,29.52,33.335,51,11.0014,254
9400,2011,23,1,0,1,1,16.4,20.455,65,12.998,27
7111,2011,16,2,0,1,1,22.96,26.515,52,19.9995,192
10668,2012,2,2,0,0,2,14.76,17.425,76,11.0014,81
4801,2012,0,4,0,0,1,13.12,16.665,76,6.0032,122
9572,2012,3,3,0,0,1,28.7,32.575,70,7.0015,35
3577,2012,3,3,0,1,1,28.7,32.575,65,8.9981,2
9649,2011,1,1,0,1,1,10.66,13.635,52,8.9981,4
6138,2012,7,3,0,1,2,27.06,30.305,83,7.0015,497
9678,2012,5,4,0,0,2,14.76,18.18,93,7.0015,6
8437,2012,5,2,0,1,1,19.68,23.485,77,0.0,38
9692,2012,1,4,0,1,2,25.42,27.275,94,0.0,19
10719,2012,9,4,0,1,2,20.5,24.24,77,11.0014,387
6187,2011,22,4,0,1,1,20.5,24.24,72,8.9981,114
9719,2012,0,4,0,1,1,12.3,15.91,61,0.0,41
6976,2011,13,2,0,0,1,25.42,29.545,73,19.0012,456
10383,2011,16,2,0,1,3,27.06,31.06,69,12.998,294
5785,2012,19,4,0,1,1,19.68,23.485,48,0.0,531
6610,2012,13,1,0,0,1,13.12,15.15,29,19.0012,357
8121,2012,22,4,0,0,2,18.04,21.97,77,12.998,96
7255,2012,21,4,0,1,2,19.68,23.485,77,8.9981,225
10445,2011,6,2,0,0,1,17.22,21.21,77,6.0032,13
5226,2012,12,4,0,1,1,18.86,22.725,36,0.0,326
2963,2011,6,4,0,0,1,10.66,12.12,60,16.9979,23
2550,2012,0,1,0,1,1,10.66,15.15,81,0.0,28
9405,2012,9,3,0,0,1,32.8,38.635,59,23.9994,229
4730,2012,8,1,0,1,2,9.84,14.395,70,0.0,513
6703,2012,14,1,0,1,1,6.56,6.06,43,35.0008,79
3623,2011,1,4,0,1,1,18.86,22.725,63,19.9995,11
7844,2012,9,2,0,1,1,13.94,15.15,42,22.0028,376
8825,2011,18,1,0,1,1,13.94,15.91,61,19.0012,161
2289,2011,19,3,0,0,2,22.14,25.76,68,7.0015,245
2475,2012,13,4,0,0,1,17.22,21.21,38,16.9979,525
4994,2012,19,3,0,0,2,27.06,29.545,89,7.0015,275
8532,2011,19,2,0,0,2,18.86,22.725,84,7.0015,178
5526,2012,9,3,0,1,1,32.8,37.12,49,11.0014,272
3727,2012,11,4,0,1,2,19.68,23.485,69,12.998,193
8262,2012,14,3,0,1,1,35.26,39.395,41,8.9981,225
670,2011,16,2,0,1,2,21.32,25.0,88,8.9981,300
9186,2012,4,3,0,1,1,26.24,30.305,73,7.0015,5
4959,2011,7,4,0,1,3,22.96,26.515,88,12.998,147
4138,2012,2,1,0,1,1,12.3,16.665,61,0.0,4
1430,2011,8,1,0,1,1,14.76,17.425,66,8.9981,299
6593,2011,16,2,0,0,2,31.16,34.85,52,15.0013,468
4894,2012,9,4,0,1,1,13.12,14.395,31,23.9994,275
3580,2012,20,3,0,1,1,30.34,34.85,66,11.0014,513
6884,2011,12,3,0,1,1,28.7,32.575,48,12.998,238
3330,2012,15,2,0,1,2,28.7,32.575,61,6.0032,256
4866,2012,18,1,0,0,1,13.94,15.91,46,15.0013,181
6217,2011,4,4,0,0,1,18.04,21.97,88,0.0,14
3649,2012,20,4,0,1,2,14.76,16.665,46,27.9993,221
2035,2011,14,4,0,1,1,21.32,25.0,52,11.0014,152
4394,2011,1,4,0,1,1,8.2,12.88,69,0.0,9
37,2012,13,3,0,1,1,36.9,38.635,25,8.9981,283
9713,2011,14,2,0,0,3,21.32,25.0,83,39.0007,63
3466,2011,12,4,0,1,1,24.6,31.06,53,0.0,235
4663,2012,13,4,0,0,2,16.4,20.455,87,11.0014,547
5082,2011,23,4,0,1,2,16.4,20.455,82,7.0015,54
1587,2012,21,3,0,1,1,29.52,34.85,79,0.0,296
9500,2011,17,2,0,1,3,21.32,25.0,88,11.0014,491
2229,2011,5,1,0,1,1,13.12,16.665,76,7.0015,13
9323,2012,10,1,0,1,1,9.84,14.395,60,0.0,108
8160,2012,5,2,0,1,1,20.5,24.24,72,7.0015,29
5769,2011,12,2,0,0,1,18.04,21.97,38,19.0012,313
4576,2011,16,3,0,1,1,29.52,33.335,48,0.0,298
4854,2012,22,3,0,1,3,27.06,12.12,83,12.998,213
596,2012,20,2,0,1,1,18.86,22.725,31,11.0014,329
1394,2011,1,3,0,1,1,28.7,33.335,79,6.0032,14
3786,2011,6,2,0,1,2,21.32,25.0,94,11.0014,109
2653,2011,11,4,0,0,1,22.96,26.515,40,26.0027,374
7110,2011,23,4,0,1,1,13.12,15.15,49,22.0028,89
7416,2011,16,2,0,1,1,29.52,31.82,26,22.0028,349
6421,2011,9,2,0,0,2,15.58,19.695,94,8.9981,81
1606,2011,11,2,0,1,1,27.88,31.82,69,16.9979,181
10080,2012,3,2,0,1,2,25.42,31.06,53,19.0012,5
8113,2011,2,2,0,1,3,16.4,20.455,100,19.9995,2
6478,2011,11,2,0,1,2,33.62,40.15,59,15.0013,112
3597,2012,8,2,0,0,1,22.14,25.76,64,11.0014,210
10475,2012,22,1,0,1,2,10.66,11.365,44,27.9993,90
1573,2012,6,3,0,1,2,26.24,28.79,89,22.0028,167
4673,2011,16,2,0,1,1,31.16,33.335,33,8.9981,267
8806,2012,4,2,0,1,2,24.6,31.06,56,16.9979,6
7419,2011,16,4,0,1,1,22.96,26.515,46,8.9981,289
9229,2012,18,1,0,1,3,9.84,12.88,87,7.0015,167
8107,2011,3,1,0,0,1,9.84,11.365,65,16.9979,7
7593,2012,23,2,0,0,1,23.78,27.275,64,12.998,108
265,2011,8,3,0,1,1,17.22,21.21,67,15.0013,409
856,2011,1,3,0,1,1,23.78,27.275,83,7.0015,10
896,2011,11,4,0,0,1,14.76,18.18,46,7.0015,238
7856,2012,15,1,0,1,1,24.6,31.06,35,19.0012,194
4688,2012,14,3,0,1,1,28.7,31.82,37,11.0014,278
4422,2012,14,4,0,1,1,18.04,21.97,54,16.9979,217
5786,2012,1,3,0,0,1,29.52,35.605,84,12.998,122
5102,2012,1,3,0,0,1,22.96,26.515,73,15.0013,124
3947,2012,17,4,0,1,1,28.7,32.575,51,15.0013,901
8947,2012,8,3,0,0,2,31.16,35.605,58,16.9979,162
9235,2011,6,1,0,0,2,8.2,10.605,69,8.9981,5
5755,2012,11,2,0,1,1,17.22,21.21,47,19.9995,224
449,2012,17,1,0,0,3,12.3,14.395,70,12.998,67
3186,2011,13,2,0,1,1,34.44,37.88,44,7.0015,189
8474,2012,4,3,0,0,1,28.7,33.335,79,12.998,4
7864,2011,1,4,0,1,2,21.32,25.0,94,6.0032,11
3811,2011,20,1,0,1,1,6.56,6.82,40,22.0028,56
4709,2012,1,1,0,0,1,13.12,15.91,49,11.0014,45
5297,2011,22,4,0,1,3,22.14,25.76,94,6.0032,43
1386,2011,5,2,0,1,1,19.68,23.485,67,19.0012,21
662,2012,17,2,0,1,1,27.06,31.06,34,8.9981,812
3480,2012,22,3,0,1,1,31.16,35.605,62,6.0032,284
3714,2012,6,2,0,1,1,13.94,17.425,71,7.0015,103
1010,2012,0,3,0,1,1,30.34,34.85,66,6.0032,66
2228,2011,6,3,0,1,3,25.42,27.275,94,11.0014,56
2976,2011,22,4,0,1,2,22.96,26.515,83,12.998,147
9775,2011,14,3,0,1,1,36.9,38.635,25,19.0012,159
3986,2012,15,4,0,1,1,15.58,19.695,40,19.0012,231
3665,2012,22,3,0,1,1,30.34,34.85,70,6.0032,207
7297,2011,11,1,0,1,1,21.32,25.0,23,16.9979,53
48,2011,0,2,0,1,1,18.86,22.725,72,8.9981,177
926,2011,12,1,0,0,1,14.76,15.91,32,31.0009,152
8576,2012,17,1,0,1,1,28.7,31.82,39,16.9979,713
6902,2011,13,2,0,1,3,22.14,25.76,68,19.0012,106
8797,2012,15,2,0,1,1,24.6,29.545,20,12.998,316
9000,2012,19,4,0,1,1,18.04,21.97,51,8.9981,743
2073,2012,16,4,0,1,1,17.22,21.21,58,16.9979,380
6281,2011,21,3,0,1,1,33.62,37.12,43,7.0015,258
3967,2012,9,3,0,1,2,28.7,33.335,74,0.0,402
5419,2011,0,3,0,1,1,26.24,30.305,65,12.998,64
5656,2012,16,2,0,0,1,21.32,25.0,52,16.9979,511
10608,2012,23,1,0,1,2,9.84,12.12,87,11.0014,60
2446,2012,16,4,0,1,1,24.6,31.06,40,15.0013,566
5360,2011,22,4,0,1,1,21.32,25.0,72,0.0,154
5100,2011,10,1,0,1,1,9.84,10.605,60,19.9995,58
5674,2011,16,3,0,1,1,31.16,33.335,33,8.9981,274
8252,2012,23,1,0,1,2,18.04,21.97,94,0.0,126
8776,2012,14,3,0,1,1,35.26,37.88,34,15.0013,230
10492,2012,6,4,0,0,1,16.4,20.455,82,11.0014,24
6365,2012,1,1,0,1,1,9.84,12.12,60,8.9981,5
5354,2012,0,1,0,1,2,23.78,27.275,49,31.0009,54
7265,2012,13,4,0,0,1,22.14,25.76,45,7.0015,686
4595,2011,4,1,0,1,2,12.3,15.15,93,11.0014,1
164,2012,17,3,0,1,1,32.8,34.85,31,15.0013,830
3276,2011,0,3,0,0,2,28.7,33.335,84,19.0012,80
4130,2011,15,3,0,0,1,31.16,34.09,45,22.0028,428
6127,2011,1,2,0,1,1,17.22,21.21,47,8.9981,13
2007,2011,12,4,0,0,1,23.78,27.275,35,36.9974,456
1039,2012,16,1,0,0,2,22.96,26.515,37,19.0012,401
3525,2011,7,3,0,1,1,29.52,34.85,74,7.0015,343
230,2012,4,1,0,0,1,13.12,16.665,57,6.0032,10
740,2012,12,1,0,0,1,12.3,13.635,33,22.0028,329
10824,2011,16,3,0,1,1,33.62,37.12,43,15.0013,300
1252,2012,12,4,0,0,1,19.68,23.485,48,0.0,606
6680,2011,4,4,0,1,1,12.3,15.91,87,7.0015,7
9918,2011,10,4,0,1,2,13.12,17.425,57,0.0,142
8191,2012,19,1,0,1,1,14.76,16.665,43,16.9979,291
9860,2012,21,3,0,1,1,34.44,38.635,47,12.998,323
9009,2011,10,1,0,1,1,7.38,7.575,43,22.0028,52
6157,2012,8,3,0,0,1,27.06,30.305,83,7.0015,162
945,2011,21,2,0,1,2,12.3,14.395,93,16.9979,54
4569,2011,2,4,0,1,1,13.12,17.425,93,0.0,2
549,2012,20,4,0,1,2,15.58,19.695,54,16.9979,296
4144,2012,3,2,0,0,1,26.24,30.305,73,7.0015,29
5686,2012,19,3,1,0,1,35.26,40.15,47,15.0013,432
5474,2012,22,2,0,1,2,29.52,33.335,58,12.998,164
2605,2011,13,1,0,0,1,8.2,8.335,34,30.0026,75
7589,2012,14,2,0,0,1,29.52,32.575,37,15.0013,573
10557,2012,23,3,0,1,2,22.96,26.515,83,15.0013,78
9334,2012,4,2,0,0,1,13.12,15.91,36,11.0014,7
5954,2012,15,3,0,1,1,32.8,35.605,41,15.0013,265
6565,2012,21,4,0,0,1,16.4,20.455,66,0.0,220
3043,2012,5,3,0,0,1,27.88,31.82,79,0.0,22
6575,2012,3,3,0,1,1,27.06,30.305,83,0.0,6
10795,2011,15,1,0,1,2,27.88,31.82,39,23.9994,173
9205,2012,19,1,0,1,1,19.68,23.485,41,22.0028,328
3044,2012,3,4,0,1,2,24.6,25.76,94,0.0,7
9260,2011,12,1,0,1,1,20.5,24.24,45,15.0013,105
9414,2012,2,3,0,0,1,21.32,25.0,63,0.0,89
5803,2011,5,1,0,0,1,14.76,17.425,62,8.9981,3
2225,2012,20,1,0,1,1,13.12,15.91,49,12.998,187
6571,2012,9,2,0,1,1,15.58,19.695,54,23.9994,317
9954,2011,15,2,0,0,1,24.6,31.06,49,0.0,358
4741,2011,14,1,0,0,1,13.94,15.91,31,19.0012,120
10597,2012,13,3,0,1,1,32.8,39.395,63,11.0014,234
486,2011,4,2,0,1,3,16.4,20.455,94,22.0028,3
9990,2011,16,4,0,1,1,14.76,17.425,62,8.9981,250
2095,2011,11,3,0,1,1,29.52,33.335,51,8.9981,192
7570,2011,16,1,0,1,1,8.2,10.605,40,8.9981,74
3621,2012,22,3,1,0,1,33.62,39.395,56,15.0013,502
9672,2011,11,4,0,1,1,18.86,22.725,63,8.9981,147
4587,2012,5,3,0,1,1,26.24,29.545,78,7.0015,39
7794,2011,1,1,0,1,2,6.56,9.09,69,7.0015,3
3417,2011,16,2,0,1,1,27.06,31.06,61,15.0013,269
1494,2011,9,3,0,1,1,29.52,34.85,74,22.0028,187
4354,2011,4,4,0,1,2,15.58,19.695,87,6.0032,7
3339,2012,4,1,0,1,2,9.02,9.85,75,30.0026,1
7200,2011,13,2,0,1,1,36.9,40.91,37,6.0032,136
4759,2011,11,1,0,1,1,7.38,6.82,43,30.0026,64
7036,2012,4,4,0,1,1,12.3,15.91,70,7.0015,7
2519,2011,0,4,0,0,1,11.48,15.91,75,0.0,75
7601,2011,15,3,0,1,1,35.26,38.635,39,19.0012,164
2546,2012,21,4,0,1,1,18.04,21.97,82,12.998,221
1707,2011,17,3,0,0,1,34.44,37.12,36,15.0013,363
2705,2012,16,4,0,1,1,15.58,19.695,40,22.0028,421
3805,2011,5,3,0,1,2,28.7,33.335,74,7.0015,19
10864,2011,19,4,0,0,1,13.94,18.18,53,0.0,204
2914,2012,17,2,0,1,2,17.22,21.21,77,12.998,488
2897,2012,5,2,0,0,1,20.5,24.24,68,0.0,12
10275,2012,11,1,1,0,1,10.66,10.605,35,32.9975,175
5541,2011,23,3,0,1,1,20.5,24.24,59,0.0,126
2129,2011,18,2,0,0,2,30.34,34.09,58,6.0032,296
4614,2011,18,1,0,1,1,16.4,20.455,40,40.9973,205
447,2012,2,1,0,0,2,18.04,21.97,88,0.0,42
902,2011,5,1,0,1,1,9.84,11.365,75,12.998,11
5133,2011,7,1,0,1,1,9.84,12.12,75,11.0014,119
4187,2011,1,2,0,1,1,16.4,20.455,62,11.0014,32
5799,2011,16,1,0,0,3,14.76,16.665,100,19.0012,11
1600,2011,15,3,0,0,2,21.32,25.0,72,12.998,354
548,2011,4,2,0,1,2,13.94,16.665,86,8.9981,1
3963,2011,17,1,0,1,1,13.12,15.15,22,15.0013,206
6414,2012,20,1,0,0,1,5.74,6.06,42,22.0028,57
1473,2011,5,3,0,1,1,27.88,31.82,83,6.0032,35
6297,2011,18,2,0,1,3,18.04,21.97,77,15.0013,224
7653,2012,3,3,0,1,1,27.88,31.82,83,6.0032,6
9147,2012,14,4,0,1,1,14.76,18.18,40,7.0015,240
1806,2011,10,1,0,1,2,14.76,17.425,81,11.0014,68
6501,2011,21,1,0,1,1,11.48,13.635,38,15.0013,54
9099,2012,2,2,0,1,3,21.32,25.0,72,19.9995,8
9769,2011,16,3,0,1,2,22.14,25.76,77,31.0009,222
9729,2012,2,3,0,0,1,30.34,34.85,70,19.9995,73
2181,2012,12,2,0,0,1,26.24,31.06,36,11.0014,559
8218,2011,9,3,0,1,2,26.24,30.305,73,23.9994,209
1979,2012,1,3,0,1,1,21.32,25.0,72,7.0015,21
8538,2012,11,1,0,1,1,22.96,26.515,43,12.998,168
1458,2012,12,1,0,1,2,10.66,15.15,52,0.0,137
3693,2011,14,3,0,1,2,32.8,39.395,63,23.9994,216
4147,2011,21,2,0,0,1,26.24,30.305,73,11.0014,165
7619,2011,1,1,0,1,3,12.3,13.635,100,19.9995,3
8659,2011,13,3,0,1,2,27.88,31.82,65,8.9981,279
8279,2011,18,4,0,0,2,14.76,17.425,81,12.998,174
1297,2012,11,4,0,1,1,18.04,21.97,44,19.0012,172
4063,2012,8,4,0,1,2,10.66,12.88,65,11.0014,688
7433,2011,22,4,0,0,1,8.2,10.605,75,11.0014,80
2402,2012,11,4,0,0,2,16.4,20.455,87,7.0015,404
2511,2011,10,1,0,1,1,10.66,11.365,41,26.0027,69
4286,2011,10,3,0,1,2,26.24,28.03,94,7.0015,65
8460,2012,14,2,0,0,1,28.7,32.575,48,8.9981,552
731,2011,19,2,0,1,1,13.94,15.15,49,22.0028,136
2491,2011,16,4,0,0,1,16.4,20.455,40,15.0013,335
2342,2012,14,1,0,1,1,18.86,22.725,36,12.998,178
7205,2012,14,4,0,1,1,24.6,31.06,53,0.0,260
591,2012,14,3,0,1,2,31.16,34.85,52,19.9995,255
5018,2011,5,4,0,1,1,9.02,12.88,80,6.0032,23
2591,2012,10,4,0,1,1,18.86,22.725,82,12.998,156
6951,2011,9,4,0,1,2,12.3,16.665,61,0.0,239
5613,2012,19,2,0,0,2,24.6,30.305,64,11.0014,383
5145,2011,20,1,0,0,1,13.12,14.395,28,35.0008,47
5664,2011,20,2,0,0,3,22.14,25.76,94,8.9981,157
9588,2012,2,3,0,0,1,29.52,35.605,84,8.9981,84
7103,2011,5,2,0,1,3,21.32,25.0,94,16.9979,22
324,2012,9,1,0,0,1,13.12,16.665,53,8.9981,125
5406,2012,5,4,0,1,1,13.94,16.665,66,8.9981,40
8732,2011,3,4,0,1,1,13.12,17.425,93,0.0,3
3205,2012,3,2,0,1,1,13.12,15.15,61,16.9979,5
8000,2011,12,1,0,0,1,17.22,21.21,77,19.0012,84
7681,2012,14,4,0,1,1,22.14,25.76,39,16.9979,308
8699,2011,5,2,0,0,2,9.84,12.12,75,11.0014,5
5411,2012,2,1,0,1,1,18.86,22.725,63,26.0027,11
6745,2012,2,3,0,1,1,28.7,33.335,74,7.0015,15
8039,2012,9,2,0,0,1,22.96,26.515,68,11.0014,274
10740,2011,4,3,0,1,1,27.06,30.305,83,8.9981,4
2815,2011,12,4,0,0,2,11.48,12.88,45,19.0012,244
8349,2011,12,1,0,1,2,8.2,11.365,51,7.0015,57
9695,2012,5,1,0,1,2,11.48,13.635,93,11.0014,16
10170,2011,11,2,0,1,2,18.86,22.725,55,0.0,122
10292,2012,14,1,0,1,2,5.74,6.06,46,16.9979,75
4969,2012,13,2,0,0,1,28.7,31.82,37,8.9981,704
9989,2011,23,2,0,1,1,25.42,31.06,53,0.0,107
2883,2012,16,2,0,1,1,25.42,30.305,25,22.0028,525
5190,2012,0,3,0,1,1,27.88,12.12,57,11.0014,88
3812,2012,21,1,0,0,3,10.66,12.88,65,11.0014,36
9089,2012,11,3,0,1,2,31.16,35.605,58,8.9981,229
3209,2012,16,2,0,1,2,24.6,29.545,73,12.998,332
1577,2011,21,4,1,0,1,22.96,26.515,88,6.0032,175
8990,2011,0,1,0,1,2,6.56,9.85,86,6.0032,7
1149,2012,5,4,0,0,1,9.84,12.12,70,11.0014,11
9785,2012,3,3,0,1,1,20.5,24.24,77,6.0032,7
5581,2012,16,1,0,1,1,17.22,21.21,38,12.998,231
6783,2012,15,4,0,1,1,24.6,31.06,40,11.0014,319
7464,2012,7,3,0,1,3,29.52,34.09,70,12.998,407
7943,2011,21,2,0,1,1,13.12,16.665,53,8.9981,93
2434,2011,14,3,0,0,2,29.52,34.09,66,11.0014,380
8591,2012,15,4,0,1,1,21.32,25.0,42,30.0026,455
187,2011,19,4,0,0,3,9.84,10.605,65,22.0028,106
5976,2012,3,4,0,0,2,9.84,14.395,81,0.0,23
2357,2011,18,2,0,1,1,18.04,21.97,62,26.0027,321
8393,2012,17,4,0,1,1,21.32,25.0,59,15.0013,743
7298,2012,5,4,0,1,1,9.02,10.605,55,19.0012,32
5302,2012,22,4,0,1,1,16.4,20.455,71,6.0032,181
9683,2012,22,1,0,1,1,13.94,17.425,49,7.0015,119
1683,2012,2,3,0,1,1,31.16,35.605,62,8.9981,17
6856,2011,16,2,0,1,1,24.6,30.305,26,7.0015,202
1260,2011,10,3,0,1,1,27.88,31.82,61,8.9981,138
4240,2011,2,4,0,0,1,10.66,15.15,81,0.0,29
3416,2012,6,1,0,1,1,7.38,9.85,59,8.9981,91
3500,2011,9,2,0,1,1,31.16,35.605,58,11.0014,202
10624,2011,20,3,0,1,1,29.52,32.575,37,8.9981,288
7646,2011,14,2,0,1,1,20.5,24.24,34,27.9993,115
1147,2012,18,4,0,1,1,13.94,15.91,46,15.0013,542
1585,2011,0,2,0,0,1,28.7,33.335,79,8.9981,117
4870,2011,10,1,0,1,1,21.32,25.0,53,19.0012,117
6837,2012,20,1,0,1,2,23.78,27.275,60,23.9994,330
3367,2011,3,4,0,1,2,21.32,25.0,88,7.0015,3
8958,2011,18,4,0,1,1,18.86,22.725,59,7.0015,425
4497,2011,21,4,0,1,1,12.3,16.665,75,0.0,140
8063,2012,11,4,0,1,3,14.76,17.425,62,12.998,170
8822,2011,14,3,0,1,1,29.52,34.85,74,6.0032,148
8413,2012,23,2,0,0,1,20.5,24.24,39,16.9979,51
4342,2011,20,4,0,0,1,21.32,25.0,77,7.0015,202
1815,2011,15,1,0,1,1,13.94,18.18,34,0.0,64
1409,2012,18,2,0,1,1,20.5,24.24,27,26.0027,610
2099,2012,19,4,0,1,1,15.58,19.695,27,23.9994,373
5221,2012,12,4,0,1,2,29.52,33.335,54,12.998,288
6974,2012,11,4,0,1,1,15.58,19.695,43,15.0013,218
2497,2011,18,1,0,0,2,11.48,12.12,93,30.0026,83
7857,2012,22,4,0,1,1,13.94,15.15,42,19.9995,161
8565,2012,15,4,1,0,3,17.22,21.21,58,12.998,370
5285,2011,9,2,0,1,3,21.32,25.0,63,6.0032,162
482,2012,4,1,0,1,1,7.38,10.605,80,7.0015,2
7271,2011,3,1,0,1,1,9.84,12.88,70,6.0032,3
8323,2012,5,4,0,1,2,12.3,15.91,65,6.0032,36
6103,2012,8,1,0,1,1,6.56,9.09,86,8.9981,444
10058,2012,21,4,0,1,1,12.3,13.635,49,23.9994,187
7010,2011,13,4,0,1,2,13.94,15.15,49,30.0026,124
7870,2011,6,4,0,1,1,12.3,16.665,87,0.0,99
7677,2011,21,2,0,1,1,27.06,31.06,61,16.9979,158
2139,2011,10,3,0,1,3,30.34,34.09,58,6.0032,68
7336,2011,3,1,0,1,2,13.12,16.665,93,6.0032,2
7315,2012,9,1,0,1,2,17.22,21.21,82,0.0,312
4447,2011,3,1,0,0,2,8.2,11.365,69,7.0015,12
1755,2011,6,2,0,0,2,21.32,25.0,100,8.9981,17
6534,2012,17,1,0,1,2,8.2,9.85,40,12.998,281
3912,2011,21,1,0,1,1,13.94,14.395,29,31.0009,71
1497,2012,20,2,0,1,1,22.14,25.76,52,19.0012,323
10320,2011,19,2,0,1,1,17.22,21.21,58,23.9994,296
4113,2011,8,3,0,0,1,27.88,31.82,83,11.0014,121
10203,2012,7,3,0,1,1,21.32,25.0,63,15.0013,545
75,2011,10,1,0,0,1,5.74,5.305,43,26.0027,49
6572,2011,6,1,0,1,1,4.1,9.09,68,0.0,24
5615,2011,17,3,0,1,1,29.52,33.335,54,16.9979,628
7751,2011,21,3,0,0,1,28.7,32.575,58,15.0013,252
7660,2012,20,3,0,1,1,30.34,34.09,62,15.0013,432
4372,2011,15,3,0,1,1,32.8,34.85,29,19.9995,178
7700,2012,16,4,0,0,2,15.58,19.695,82,7.0015,400
215,2011,2,4,0,1,1,11.48,13.635,65,15.0013,4
6746,2012,17,2,0,1,2,26.24,30.305,69,19.0012,717
2282,2011,19,1,0,0,2,18.86,22.725,67,22.0028,89
2285,2011,0,1,0,1,2,11.48,15.91,87,0.0,10
2121,2011,6,4,0,1,1,17.22,21.21,88,0.0,87
5070,2012,4,4,0,0,1,22.14,25.76,83,16.9979,11
6851,2012,13,3,0,1,1,26.24,31.06,38,15.0013,323
4469,2011,22,2,0,1,1,18.86,22.725,41,19.0012,84
2107,2012,3,4,0,1,1,12.3,15.15,70,11.0014,3
6528,2012,9,1,0,1,2,12.3,15.15,70,11.0014,202
4389,2011,20,1,0,0,1,4.92,6.06,36,16.9979,28
8385,2011,20,1,0,0,1,12.3,13.635,39,23.9994,22
5920,2012,19,1,0,1,1,18.86,22.725,33,19.0012,272
3003,2011,18,1,0,1,1,8.2,9.09,40,22.0028,144
10661,2011,22,3,0,1,1,28.7,33.335,79,12.998,186
7519,2012,15,2,0,1,2,29.52,34.09,62,7.0015,343
9395,2012,7,1,0,1,1,4.92,8.335,54,6.0032,206
5492,2011,23,2,0,1,2,21.32,25.0,59,8.9981,81
10736,2012,14,1,0,1,2,11.48,12.88,57,23.9994,128
10511,2011,16,2,0,1,2,13.12,15.15,93,16.9979,60
